datetime,text,subtext,has_video,image_count,answers,reposts,likes,saves,views,source,text_plus_subtext,has_video_num,image_count_num,pca1,pca2,svd1,svd2,tsne1,tsne2,nmf1,nmf2,umap1,umap2
2024-06-07T15:05:14.000Z,"The cynics will tell you that one vote won’t change anything.

But what they don’t tell you is that nothing can change without a vote.

The truth is, the world doesn’t belong to the cynics. It’s up to us.

New York: It’s time to vote.
Tuesday, June 25th.

Spread the word.",,True,0,46082,7466,31094,1574,16477239,aoc,"The cynics will tell you that one vote won’t change anything.

But what they don’t tell you is that nothing can change without a vote.

The truth is, the world doesn’t belong to the cynics. It’s up to us.

New York: It’s time to vote.
Tuesday, June 25th.

Spread the word.",1,0.0,-0.65367126,0.44548923,0.14234984,1.0051563,-122.15113,-294.797,1.0423445,0.35129046,-17.877102,-22.460682
2025-12-19T21:18:17.000Z,"Now the coverup is out in the open. This is far from over.

Everyone involved will have to answer for this. Pam Bondi, Kash Patel, whole admin.

Protecting a bunch of rapists and pedophiles because they have money, power, and connections.

Bondi should resign tonight.",Epstein Files: 119-page grand jury document entirely redacted — MSNow,False,0,8848,37370,235420,4779,9357246,aoc,"Now the coverup is out in the open. This is far from over.

Everyone involved will have to answer for this. Pam Bondi, Kash Patel, whole admin.

Protecting a bunch of rapists and pedophiles because they have money, power, and connections.

Bondi should resign tonight. Epstein Files: 119-page grand jury document entirely redacted — MSNow",0,0.0,-0.5074701,-0.31257758,0.104556136,0.20135371,-219.67696,394.15402,1.0256885,0.33387542,-18.244526,-22.043144
2025-12-17T23:56:52.000Z,"Like I said: view all political developments for the rest of the week in light of the fact that the Epstein Files are supposed to be released on Friday.

House Republicans just suddenly cancelled Congressional session Friday and are sending everyone home Thursday evening.","NEW: Congress is giving itself an early holiday break.

House GOP leadership is cancelling Friday votes, letting members skip town tomorrow afternoon instead.",False,1,1090,9565,44921,1387,2158181,aoc,"Like I said: view all political developments for the rest of the week in light of the fact that the Epstein Files are supposed to be released on Friday.

House Republicans just suddenly cancelled Congressional session Friday and are sending everyone home Thursday evening. NEW: Congress is giving itself an early holiday break.

House GOP leadership is cancelling Friday votes, letting members skip town tomorrow afternoon instead.",0,1.0,0.47779846,-0.27137113,1.0772164,0.0270015,-217.27763,262.29205,1.0731481,0.2699498,-18.538898,-21.637188
2025-12-17T22:02:33.000Z,Reminder that the Epstein Files are supposed to be released on Friday and every political development that you see between now until then should be viewed with that in mind.,,False,0,1926,26547,183618,3457,3535351,aoc,Reminder that the Epstein Files are supposed to be released on Friday and every political development that you see between now until then should be viewed with that in mind.,0,0.0,-0.5073973,-0.35468507,0.099462114,0.17457826,-249.45331,315.3257,1.060857,0.29479334,-18.227095,-22.476692
2025-12-17T16:57:28.000Z,“I have not lost control of the House” sounds like a guy who has definitely lost control of the House,"Asked Speaker Johnson if he’s lost control of the House after another discharge petition succeeds — this one on health care at the hands of swing-district Republicans.

“I have not lost control of the House,” he told me",True,0,749,3972,35567,418,763299,aoc,"“I have not lost control of the House” sounds like a guy who has definitely lost control of the House Asked Speaker Johnson if he’s lost control of the House after another discharge petition succeeds — this one on health care at the hands of swing-district Republicans.

“I have not lost control of the House,” he told me",1,0.0,-0.66412365,0.4497314,0.10786778,0.95651466,-78.715294,271.04443,0.97286725,0.3444466,-19.04821,-22.516756
2025-12-17T12:59:56.000Z,Bloop!,Alexandria Ocasio-Cortez leads JD Vance 51%-49% in hypothetical 2028 poll — Verasight,False,1,12363,4608,95969,1611,6690414,aoc,Bloop! Alexandria Ocasio-Cortez leads JD Vance 51%-49% in hypothetical 2028 poll — Verasight,0,1.0,0.48214465,-0.21195613,1.0639541,0.01908718,-280.62997,-129.93802,1.056389,0.32572407,-18.818878,-20.192291
2025-12-12T05:49:42.000Z,Good!,"JUST IN Chandler City Council votes 5-0 to reject Sinema-backed AI data center. ""It doesn't fit"" in Chandler, mayor says after 2 hours of public comment. x.com/brahmresnik/st…",False,0,416,1125,13862,122,764511,aoc,"Good! JUST IN Chandler City Council votes 5-0 to reject Sinema-backed AI data center. ""It doesn't fit"" in Chandler, mayor says after 2 hours of public comment. x.com/brahmresnik/st…",0,0.0,-0.51439023,-0.31808913,0.09484606,0.19745491,-264.44476,69.807755,1.0095001,0.30249438,-18.25462,-20.429617
2025-11-21T16:15:38.000Z,Guess this didn’t work out the way you thought it would. ,Here’s the new face of the Democrat party — a literal communist — on his way to the White House to be schooled by President Trump. x.com/FoxNews/status…,False,0,3335,6805,144052,2060,6747627,aoc,Guess this didn’t work out the way you thought it would. Here’s the new face of the Democrat party — a literal communist — on his way to the White House to be schooled by President Trump. x.com/FoxNews/status…,0,0.0,-0.51367307,-0.3084761,0.11094738,0.23318999,-229.5743,-54.133774,1.0217174,0.32818136,-17.3917,-20.113676
2025-11-17T21:08:27.000Z,"This is how I feel about it.

I loathe machine politics and got to office defeating an incumbent who got in that way.

However there are quite a few problems with choosing to grind the entire House to a halt to force all 435 members across the country to do a rushed vote on this one individual instance (of many, mind you!).

1. Why is it that this objection wasn’t brought up until now? The author had no problem when Bill Posey did it, or even earlier this year when a member’s account was tweeting post mortem for an election. The standard of this resolution is unevenly applied and choosing to enforce it via privileged resolution for some but not others does open legitimate questions of rationale or motivation. Why not care about this for them, but care about it now? This question has not been answered.

2. This is why the Ethics Committee exists. Establishing this process as precedent will mean all 435 members of the House will be forced to vote on a slew of individual member indiscretions determined by political convenience of whoever is in the majority. I do not think it is the best use of my constituents’ time to sort through the details of every individual matter of a person acting out of accordance with the esteem of the office once a week for a floor vote under rushed circumstances. The House has an investigatory structure for this for a reason. If there was a complaint filed with Ethics or an investigation buried and then ignored, I’d understand. But that’s not the case here.

3. These specific kinds of resolutions can ONLY be executed on a partisan basis because the mechanism of seeking privilege on this can only move forward with GOP leadership’s blessing. That means partisan enforcement and I do not want to open the door to that. Make it nonpartisan or don’t bother - that’s why the Ethics Committee is structured the way it is.

4. This resolution was dropped on a fly out day to begin voting on a fly in day, giving people no time to review the details of the matter while they are home in district on a weekend. On a matter of local politics that nobody had familiarity with. People are genuinely not familiar with the details of this surprise vote because this is the kind of thing brought to Ethics precisely to investigate and confirm details.","""Pointing it out"" is fine, that's why the good Lord in her infinite wisdom invented Twitter. What I'd ask Members of Congress contemplating this course of action is- does your colleague's behavior rise to the level that you must personally force the whole House to vote on it? x.com/jonfavs/status…",False,0,638,503,3976,583,2209519,aoc,"This is how I feel about it.

I loathe machine politics and got to office defeating an incumbent who got in that way.

However there are quite a few problems with choosing to grind the entire House to a halt to force all 435 members across the country to do a rushed vote on this one individual instance (of many, mind you!).

1. Why is it that this objection wasn’t brought up until now? The author had no problem when Bill Posey did it, or even earlier this year when a member’s account was tweeting post mortem for an election. The standard of this resolution is unevenly applied and choosing to enforce it via privileged resolution for some but not others does open legitimate questions of rationale or motivation. Why not care about this for them, but care about it now? This question has not been answered.

2. This is why the Ethics Committee exists. Establishing this process as precedent will mean all 435 members of the House will be forced to vote on a slew of individual member indiscretions determined by political convenience of whoever is in the majority. I do not think it is the best use of my constituents’ time to sort through the details of every individual matter of a person acting out of accordance with the esteem of the office once a week for a floor vote under rushed circumstances. The House has an investigatory structure for this for a reason. If there was a complaint filed with Ethics or an investigation buried and then ignored, I’d understand. But that’s not the case here.

3. These specific kinds of resolutions can ONLY be executed on a partisan basis because the mechanism of seeking privilege on this can only move forward with GOP leadership’s blessing. That means partisan enforcement and I do not want to open the door to that. Make it nonpartisan or don’t bother - that’s why the Ethics Committee is structured the way it is.

4. This resolution was dropped on a fly out day to begin voting on a fly in day, giving people no time to review the details of the matter while they are home in district on a weekend. On a matter of local politics that nobody had familiarity with. People are genuinely not familiar with the details of this surprise vote because this is the kind of thing brought to Ethics precisely to investigate and confirm details. ""Pointing it out"" is fine, that's why the good Lord in her infinite wisdom invented Twitter. What I'd ask Members of Congress contemplating this course of action is- does your colleague's behavior rise to the level that you must personally force the whole House to vote on it? x.com/jonfavs/status…",0,0.0,-0.52151954,-0.369114,0.09807096,0.19987786,-190.42139,174.9924,1.09184,0.24686459,-18.671711,-21.15437
2025-11-10T01:53:07.000Z,"The average monthly SNAP benefit is $177 a person.

The average ACA benefit is up to $550 a person/mo.

People want us to hold the line for a reason. This is not a matter of appealing to a base. It’s about people’s lives.

Working people want leaders whose word means something.",,False,0,10448,11354,79074,1325,2965783,aoc,"The average monthly SNAP benefit is $177 a person.

The average ACA benefit is up to $550 a person/mo.

People want us to hold the line for a reason. This is not a matter of appealing to a base. It’s about people’s lives.

Working people want leaders whose word means something.",0,0.0,-0.5135975,-0.31191346,0.07881647,0.16529636,-388.1137,-53.87504,1.0079252,0.32168648,-19.5072,-21.140055
2025-11-06T00:45:34.000Z,"It was an honor to break bread with our Mayor-elect 
@ZohranKMamdani
 over some of the best momos Jackson Heights has to offer.  

From childcare to rent, New York should be affordable and safe for working families. Let’s get to work! ","A busy first day as your Mayor-elect: early morning interviews, transition announcements and meetings. More to say on all of it tomorrow. 

But a highlight was lunch with my Congresswoman @AOC at Laliguras Bistro in Jackson Heights.",False,3,5217,3030,36017,674,1648352,aoc,"It was an honor to break bread with our Mayor-elect 
@ZohranKMamdani
 over some of the best momos Jackson Heights has to offer.  

From childcare to rent, New York should be affordable and safe for working families. Let’s get to work! A busy first day as your Mayor-elect: early morning interviews, transition announcements and meetings. More to say on all of it tomorrow. 

But a highlight was lunch with my Congresswoman @AOC at Laliguras Bistro in Jackson Heights.",0,3.0,2.5071194,-0.014542094,3.057451,-0.3063079,-163.46767,-23.5424,1.1023346,0.2794429,-17.091885,-20.521542
2025-12-25T02:12:53.000Z,"Merry Christmas to all, including the Radical Left Scum that is doing everything possible to destroy our Country, but are failing badly. We no longer have Open Borders, Men in Women’s Sports, Transgender for Everyone, or Weak Law Enforcement. What we do have is a Record Stock Market and 401K’s, Lowest Crime numbers in decades, No Inflation, and yesterday, a 4.3 GDP, two points better than expected. Tariffs have given us Trillions of Dollars in Growth and Prosperity, and the strongest National Security we have ever had. We are respected again, perhaps like never before. God Bless America!!! President DJT",,False,0,62248,98485,768724,29316,58414618,trump,"Merry Christmas to all, including the Radical Left Scum that is doing everything possible to destroy our Country, but are failing badly. We no longer have Open Borders, Men in Women’s Sports, Transgender for Everyone, or Weak Law Enforcement. What we do have is a Record Stock Market and 401K’s, Lowest Crime numbers in decades, No Inflation, and yesterday, a 4.3 GDP, two points better than expected. Tariffs have given us Trillions of Dollars in Growth and Prosperity, and the strongest National Security we have ever had. We are respected again, perhaps like never before. God Bless America!!! President DJT",0,0.0,-0.51077694,-0.366117,0.12575729,0.2316279,-37.059753,4.3661532,1.0907938,0.24687818,-17.239668,-21.030024
2025-12-23T20:35:55.000Z,"THE TRUMP KENNEDY CENTER HONORS will be broadcast tonight, on CBS, and Stream on Paramount+. Tune in at 8 P.M. EST! At the request of the Board, and just about everybody else in America, I am hosting the event. Tell me what you think of my “Master of Ceremony” abilities. If really good, would you like me to leave the Presidency in order to make “hosting” a full time job? We will be honoring true GREATS in the History of Entertainment: Sylvester Stallone, Michael Crawford, KISS, George Strait, and Gloria Gaynor.",,False,0,21373,23949,155443,7186,29952274,trump,"THE TRUMP KENNEDY CENTER HONORS will be broadcast tonight, on CBS, and Stream on Paramount+. Tune in at 8 P.M. EST! At the request of the Board, and just about everybody else in America, I am hosting the event. Tell me what you think of my “Master of Ceremony” abilities. If really good, would you like me to leave the Presidency in order to make “hosting” a full time job? We will be honoring true GREATS in the History of Entertainment: Sylvester Stallone, Michael Crawford, KISS, George Strait, and Gloria Gaynor.",0,0.0,-0.4951224,-0.32233506,0.13329986,0.23246402,173.79117,-170.7398,1.0378503,0.3160168,-17.2381,-22.122513
2025-12-02T16:52:21.000Z,"I am asking all America First Patriots in Tennessee’s 7th Congressional District to please GET OUT AND VOTE for a phenomenal Candidate and MAGA Warrior, Matt Van Epps! You can win this Election for Matt, who has my Complete and Total Endorsement. HE WILL BE A GREAT CONGRESSMAN and, unlike his Opponent, he cherishes Christianity and Country Music — She has openly stated that she hates them both!
 
TN-07: Polls close at 7:00 P.M. IF YOU ARE IN LINE BY 7 P.M., STAY IN LINE, AND THEY MUST LET YOU VOTE. GET OUT AND VOTE, VOTE, VOTE FOR MATT VAN EPPS — HE WILL NEVER LET YOU DOWN!
 
Find your voting location and hours at:",,False,1,29022,30923,148895,3488,18960297,trump,"I am asking all America First Patriots in Tennessee’s 7th Congressional District to please GET OUT AND VOTE for a phenomenal Candidate and MAGA Warrior, Matt Van Epps! You can win this Election for Matt, who has my Complete and Total Endorsement. HE WILL BE A GREAT CONGRESSMAN and, unlike his Opponent, he cherishes Christianity and Country Music — She has openly stated that she hates them both!
 
TN-07: Polls close at 7:00 P.M. IF YOU ARE IN LINE BY 7 P.M., STAY IN LINE, AND THEY MUST LET YOU VOTE. GET OUT AND VOTE, VOTE, VOTE FOR MATT VAN EPPS — HE WILL NEVER LET YOU DOWN!
 
Find your voting location and hours at:",0,1.0,0.5217826,-0.29296088,1.1366781,0.05237177,59.135544,-252.1531,1.2098724,0.20669453,-17.38016,-21.560625
